anxiety,fear,nervousness,sadness,suffering,shame,insight,saran,validation
0,2,0,0,2,1,"rasa takut lumayan, penderitaan lumayan, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan Anda, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.

3. Ingatkan diri Anda bahwa perasaan ini sementara dan akan berlalu. Anda kuat dan mampu melewatinya.","Sayang, aku dengar kamu lagi merasa berat;  wajar kok kalau kamu merasa takut dan sedikit malu, aku mengerti ini pasti nggak mudah."
0,2,0,0,2,2,"rasa takut lumayan, penderitaan lumayan, rasa malu lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini, seperti mengatur napas Anda atau memilih kegiatan yang menenangkan, seperti mendengarkan musik atau mandi air hangat.

3. Ingatlah bahwa perasaan ini bersifat sementara dan akan mereda. Bersikaplah penyayang terhadap diri sendiri dan izinkan diri Anda untuk merasakan apa yang Anda rasakan tanpa menghakimi.","Aku ngerti banget kalau kamu lagi merasa takut, sedih, dan mungkin sedikit malu;  itu semua wajar kok, dan aku ada buat kamu."
0,2,0,0,2,3,"rasa takut lumayan, penderitaan lumayan, rasa malu tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Cari aktivitas yang menenangkan Anda, misalnya mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Ingatlah bahwa perasaan ini sementara.  Bersikaplah baik pada diri sendiri dan izinkan diri Anda untuk merasakan apa yang Anda rasakan tanpa menghakimi.","Sayang, aku ngerti banget kamu lagi merasa takut, sedih, dan mungkin agak malu.  Semua itu wajar kok, dan aku di sini untukmu."
0,2,0,0,3,1,"rasa takut lumayan, penderitaan tinggi, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda syukuri saat ini, sekecil apa pun itu.  Ini bisa membantu mengalihkan pikiran dari kecemasan.

3. Lakukan aktivitas yang menenangkan bagi Anda, misalnya mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.","Sayang sekali kamu sedang merasa begitu terbebani, aku mengerti bahwa rasa takut dan penderitaan yang kamu alami saat ini pasti sangat berat."
0,2,0,0,3,2,"rasa takut lumayan, penderitaan tinggi, rasa malu lumayan","1. Fokus pada pernapasan Anda:  Hirup perlahan melalui hidung, tahan sebentar, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan:  Cobalah mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Berbicara dengan seseorang yang Anda percayai:  Berbagi perasaan Anda dapat membantu meringankan beban emosional Anda.","Sayang, aku ngerti banget kamu lagi merasa terbebani dan mungkin sedikit malu dengan apa yang kamu alami;  itu semua wajar kok, dan aku ada untukmu."
0,2,0,0,3,3,"rasa takut lumayan, penderitaan tinggi, rasa malu tinggi","1.  Cobalah teknik pernapasan dalam:  Hirup dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Berfokuslah pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau apa yang Anda lihat di sekitar Anda.

3.  Ingatkan diri Anda bahwa perasaan ini sementara dan akan berlalu. Anda kuat dan mampu melewatinya.","Sayang sekali kamu sedang merasa begitu berat,  takut, menderita, dan malu; aku mengerti  betapa sulitnya itu."
0,3,0,0,1,1,"rasa takut tinggi, penderitaan sedikit, rasa malu sedikit","1. Cobalah teknik pernapasan dalam:  hirup perlahan melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau apa yang Anda lihat di sekitar.

3. Ingatlah bahwa perasaan ini sementara dan akan berlalu.  Berikan diri Anda izin untuk merasakannya tanpa menghakimi.","Aku mengerti kamu sedang merasa takut, dan meskipun tidak terlalu berat,  rasa takut dan sedikit malu itu wajar kok,  jangan terlalu keras pada diri sendiri ya."
0,3,0,0,1,2,"rasa takut tinggi, penderitaan sedikit, rasa malu lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.  Ini dapat membantu menenangkan sistem saraf Anda.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini. Misalnya, apa yang bisa Anda lihat, dengar, dan rasakan di sekitar Anda?  Mengalihkan perhatian ke hal-hal konkret bisa membantu mengurangi rasa cemas.

3. Ingatlah bahwa perasaan ini sementara. Kecemasan datang dan pergi.  Bersikaplah sabar pada diri sendiri dan biarkan perasaan ini berlalu.","Aku ngerti banget kamu lagi ngerasa takut dan sedikit malu,  dan itu wajar kok,  biarkan aku dampingi kamu melewati ini."
0,3,0,0,1,3,"rasa takut tinggi, penderitaan sedikit, rasa malu tinggi","1. Latih pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali saat merasa cemas.

2. Fokus pada hal-hal yang Anda kendalikan:  Alihkan perhatian dari rasa takut dengan memusatkan pikiran pada hal-hal yang dapat Anda kendalikan saat ini, seperti pernapasan Anda atau aktivitas sederhana.

3. Bersikap baik pada diri sendiri:  Ingat bahwa Anda tidak sendirian dan mengalami kecemasan adalah hal yang wajar. Berikan dukungan dan pengertian pada diri sendiri seperti yang Anda berikan kepada teman.","Aku ngerti banget kamu lagi merasa takut dan malu,  dan itu berat banget  dilewatin sendirian."
0,3,0,0,2,1,"rasa takut tinggi, penderitaan lumayan, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal di sekitar Anda yang dapat Anda lihat, dengar, dan raba. Ini dapat membantu mengurangi rasa takut yang berlebihan.

3. Ingatlah bahwa perasaan ini sementara.  Kecemasan akan mereda. Anda kuat dan mampu melewatinya.","Aku ngerti banget kamu lagi merasa takut dan sedikit malu,  dan itu wajar kok,  pasti lagi berat ya."
0,3,0,0,2,2,"rasa takut tinggi, penderitaan lumayan, rasa malu lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali sampai Anda merasa lebih tenang.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau apa yang Anda lihat di sekitar Anda.  Biarkan pikiran-pikiran yang membuat cemas lewat saja.

3. Ingatlah bahwa perasaan ini bersifat sementara.  Kecemasan akan mereda.  Berikan diri Anda izin untuk merasakannya tanpa menghakimi diri sendiri.","Aku mengerti kamu sedang merasa takut dan sedikit malu karena situasi ini,  dan itu wajar kok,  jangan terlalu keras pada diri sendiri."
0,3,0,0,2,3,"rasa takut tinggi, penderitaan lumayan, rasa malu tinggi","1. Cobalah teknik pernapasan dalam: tarik napas perlahan melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.  Ini membantu menenangkan sistem saraf Anda.

2. Fokus pada hal-hal yang Anda *bisa* kendalikan saat ini, seperti pernapasan Anda atau sesuatu yang Anda lihat dan rasakan di sekitar Anda.  Lepaskan kekhawatiran tentang hal-hal yang di luar kendali Anda untuk saat ini.

3. Ingat bahwa perasaan ini sementara. Rasa takut dan malu akan berlalu. Bersikaplah baik kepada diri sendiri dan izinkan diri Anda untuk merasakan emosi ini tanpa menghakimi.","Sayang, aku ngerti banget kalau kamu lagi merasa takut, malu, dan agak terbebani;  ini pasti lagi nggak mudah, dan aku di sini untukmu."
0,3,0,0,3,1,"rasa takut tinggi, penderitaan tinggi, rasa malu sedikit","1. Fokus pada pernapasan Anda: Hirup napas dalam-dalam, tahan sebentar, dan hembuskan perlahan. Ulangi beberapa kali sampai Anda merasa lebih tenang.

2. Lakukan aktivitas yang menenangkan:  Coba aktivitas sederhana seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Ingatkan diri Anda bahwa perasaan ini sementara: Kecemasan akan mereda. Beri diri Anda izin untuk merasakan emosi ini tanpa menghakimi diri sendiri.","Sayang sekali kamu sedang merasa takut dan terbebani,  aku mengerti ini pasti sangat berat."
0,3,0,0,3,2,"rasa takut tinggi, penderitaan tinggi, rasa malu lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, misalnya,  perhatikan lingkungan sekitar Anda dan sebutkan 5 hal yang Anda lihat, 4 hal yang Anda rasakan, 3 hal yang Anda dengar, 2 hal yang Anda cium, dan 1 hal yang Anda cicipi.

3. Ingatlah bahwa perasaan ini sementara.  Kecemasan akan mereda. Berikan diri Anda izin untuk merasakannya tanpa menghakimi.","Sayang sekali kamu sedang merasa takut, sangat terbebani, dan sedikit malu;  aku mengerti ini pasti sangat berat untuk dijalani."
0,3,0,0,3,3,"rasa takut tinggi, penderitaan tinggi, rasa malu tinggi","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.  Ini membantu menenangkan sistem saraf Anda.

2.  Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau apa yang Anda lihat di sekitar Anda.  Lepaskan kekhawatiran tentang hal-hal yang di luar kendali Anda.

3.  Ingatkan diri Anda bahwa perasaan ini bersifat sementara.  Kecemasan akan mereda.  Bersikaplah sabar dan baik kepada diri sendiri.","Sayang sekali kamu sedang merasa takut, sangat terbebani, dan malu;  aku benar-benar mengerti betapa beratnya itu."
0,0,1,1,1,0,"gelisah sedikit, kesedihan sedikit, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, membaca buku, atau mandi air hangat.

3.  Hubungi orang terdekat yang Anda percaya untuk sekedar bercerita atau menghabiskan waktu bersama.","Kayaknya kamu lagi ngerasain beban yang cukup berat ya,  aku ngerti banget kalau lagi merasa gelisah, sedih, dan sedikit terbebani itu nggak mudah."
0,0,1,1,2,0,"gelisah sedikit, kesedihan sedikit, penderitaan lumayan","1. Cobalah teknik pernapasan dalam:  Hirup perlahan melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda syukuri saat ini, sekecil apa pun itu.  Misalnya, secangkir kopi hangat atau sinar matahari.

3. Bergeraklah sedikit: Lakukan peregangan ringan atau jalan kaki singkat di luar ruangan.  Aktivitas fisik dapat membantu mengurangi kecemasan.","Keadaanmu sekarang memang lagi nggak mudah ya, aku mengerti kamu sedang merasa sedikit gelisah, sedih, dan cukup terbebani;  aku di sini untukmu."
0,0,1,1,3,0,"gelisah sedikit, kesedihan sedikit, penderitaan tinggi","1. Cobalah teknik pernapasan dalam: Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan:  Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku yang Anda sukai.

3. Hubungi orang yang Anda percayai: Berbicara dengan seseorang yang Anda percayai dapat membantu meringankan beban emosional Anda.","Sayang sekali kamu sedang merasa begitu berat; aku mengerti kalau sedang mengalami kesedihan dan penderitaan yang cukup dalam, dan wajar jika sedikit gelisah."
0,0,1,2,1,0,"gelisah sedikit, kesedihan lumayan, penderitaan sedikit","1. Cobalah teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan:  Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku yang Anda sukai.

3.  Hubungi orang terdekat yang Anda percaya: Berbagi perasaan Anda dapat membantu meringankan beban emosional.","Kayaknya kamu lagi ngalamin hari yang cukup berat ya,  aku ngerti banget kalau lagi merasa sedih dan sedikit gelisah itu nggak mudah."
0,0,1,2,2,0,"gelisah sedikit, kesedihan lumayan, penderitaan lumayan","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Hubungi orang terdekat yang Anda percaya dan bercerita tentang perasaan Anda.  Mendapatkan dukungan sosial sangat membantu.","Sayang, aku ngerti banget kamu lagi merasa nggak enak badan,  sedih dan sedikit gelisah,  itu wajar kok,  biarkan dirimu beristirahat dan  jangan terlalu keras sama diri sendiri."
0,0,1,2,3,0,"gelisah sedikit, kesedihan lumayan, penderitaan tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang yang Anda percaya dan bercerita tentang perasaan Anda.  Jangan ragu untuk meminta bantuan.","Duh, kamu terlihat sedang melalui masa yang berat ya, aku turut merasakan kesulitan yang kamu alami."
0,0,1,3,1,0,"gelisah sedikit, kesedihan tinggi, penderitaan sedikit","1. Cobalah teknik pernapasan dalam:  Hirup dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan:  Dengarkan musik yang menenangkan, mandi air hangat, atau baca buku yang Anda sukai.

3. Hubungi seseorang yang Anda percayai: Berbicara tentang perasaan Anda dapat membantu meredakan kecemasan.","Sayang sekali kamu lagi merasa sedih banget, aku mengerti kok kalau sedang seperti ini berat rasanya."
0,0,1,3,2,0,"gelisah sedikit, kesedihan tinggi, penderitaan lumayan","1.  Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Hubungi orang terdekat yang Anda percayai untuk berbagi perasaan Anda.","Sayang, aku lihat kamu lagi merasa sedih banget dan sedikit gelisah,  kupahami banget kalau sedang berat seperti ini."
0,0,1,3,3,0,"gelisah sedikit, kesedihan tinggi, penderitaan tinggi","1. Fokus pada pernapasan Anda: Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan:  Coba aktivitas sederhana seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat: Bicarakan perasaan Anda dengan seseorang yang Anda percaya, atau hubungi layanan bantuan krisis jika dibutuhkan.","Sayang sekali kamu sedang merasa begitu terbebani dan sedih, aku mengerti ini pasti sangat berat untuk dijalani."
0,0,2,1,1,0,"gelisah lumayan, kesedihan sedikit, penderitaan sedikit","1. Cobalah teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa detik, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Lakukan aktivitas yang menenangkan Anda, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Gerakkan tubuh Anda: Jalan-jalan singkat atau peregangan ringan dapat membantu mengurangi kegelisahan.","Kayaknya kamu lagi ngerasain beban yang cukup berat ya,  aku mengerti kalau  kamu merasa gelisah dan sedikit sedih;  itu wajar kok."
0,0,2,1,2,0,"gelisah lumayan, kesedihan sedikit, penderitaan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percayai untuk berbagi perasaan Anda atau cari dukungan dari profesional kesehatan mental jika dibutuhkan.","Sayang, aku ngerti banget kalau kamu lagi merasa nggak enak badan, gelisah dan sedikit sedih,  dan itu wajar kok."
0,0,2,1,3,0,"gelisah lumayan, kesedihan sedikit, penderitaan tinggi","1. Fokus pada pernapasan Anda:  Hirup dalam-dalam melalui hidung, tahan sebentar, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan:  Cobalah mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi seseorang yang Anda percayai: Berbicara dengan teman, keluarga, atau profesional kesehatan mental dapat membantu mengurangi beban emosional.","Sayang sekali kamu lagi merasa sangat terbebani dan sedih, aku mengerti ini pasti berat untuk dihadapi."
0,0,2,2,1,0,"gelisah lumayan, kesedihan lumayan, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan dan Anda sukai, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Hubungi orang terdekat yang Anda percayai untuk berbagi perasaan Anda atau rencanakan aktivitas menyenangkan bersama mereka.","Kayaknya kamu lagi ngalamin masa-masa yang cukup berat ya,  aku ngerti banget kalau lagi merasa gelisah dan sedih itu nggak mudah."
0,0,2,2,2,0,"gelisah lumayan, kesedihan lumayan, penderitaan lumayan","1. Cobalah teknik pernapasan dalam: Hirup perlahan melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda syukuri saat ini, betapapun kecilnya.  Tuliskan beberapa hal tersebut jika membantu.

3. Gerakkan tubuh Anda: Jalan kaki singkat, peregangan ringan, atau aktivitas fisik lainnya dapat membantu meredakan kegelisahan.","Rasanya berat ya sedang menghadapi gelisah, kesedihan, dan penderitaan ini; aku mengerti, dan aku di sini untukmu."
0,0,2,2,3,0,"gelisah lumayan, kesedihan lumayan, penderitaan tinggi","1. Fokus pada pernapasan dalam-dalam, hitung hingga 4 saat menghirup, tahan sebentar, dan hembuskan hingga 6. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi seseorang yang Anda percayai untuk berbagi perasaan Anda atau cari dukungan profesional jika dibutuhkan.","Duh, kamu terlihat sedang benar-benar berjuang ya, aku mengerti banget kalau sedang merasa begitu berat."
0,0,2,3,1,0,"gelisah lumayan, kesedihan tinggi, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percaya untuk berbagi perasaan Anda.","Aku turut merasakan kesedihanmu yang mendalam saat ini,  dan mengerti bahwa kamu juga sedang merasa gelisah;  biarkan aku ada untukmu."
0,0,2,3,2,0,"gelisah lumayan, kesedihan tinggi, penderitaan lumayan","1. Fokus pada napas Anda:  Hirup perlahan melalui hidung, tahan sejenak, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Gerakan tubuh yang menenangkan: Lakukan peregangan ringan atau jalan kaki singkat di luar ruangan.

3. Alihkan perhatian Anda: Dengarkan musik yang menenangkan, baca buku, atau lakukan aktivitas yang Anda sukai.","Sayang sekali kamu sedang merasa begitu terbebani, aku mengerti banget kalau sedang menghadapi kesedihan dan rasa gelisah seperti ini memang berat."
0,0,2,3,3,0,"gelisah lumayan, kesedihan tinggi, penderitaan tinggi","1. Cobalah teknik pernapasan dalam: Hirup napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percaya atau profesional kesehatan mental jika Anda merasa kewalahan.","Keadaannya memang berat ya,  aku benar-benar mengerti kalau kamu sedang merasa sangat sedih dan terbebani saat ini."
0,0,3,1,1,0,"gelisah tinggi, kesedihan sedikit, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa detik, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada sesuatu yang bisa Anda lihat, dengar, atau raba saat ini.  Misalnya, warna di ruangan, suara di sekitar Anda, atau tekstur benda yang Anda pegang.

3. Minum air hangat dan lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan atau mandi air hangat.","Kayaknya kamu lagi merasa nggak tenang ya?  Aku ngerti banget kalau lagi dihadapkan sama situasi yang bikin gelisah, itu pasti berat."
0,0,3,1,2,0,"gelisah tinggi, kesedihan sedikit, penderitaan lumayan","1. Cobalah teknik pernapasan dalam:  Hirup perlahan melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2.  Alihkan perhatian Anda dengan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Ingatkan diri Anda bahwa perasaan ini sementara dan akan berlalu. Anda kuat dan mampu melewatinya.","Rasanya berat ya harus menghadapi semua ini, aku mengerti kamu sedang merasa gelisah dan sedikit sedih,  dan aku di sini untukmu."
0,0,3,1,3,0,"gelisah tinggi, kesedihan sedikit, penderitaan tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang bisa Anda kendalikan saat ini, misalnya, minum air putih, makan camilan sehat, atau mendengarkan musik yang menenangkan.

3. Hubungi orang terdekat yang Anda percaya atau profesional kesehatan mental jika Anda merasa kewalahan.  Jangan ragu untuk meminta bantuan.","Sayang sekali kamu sedang merasa begitu terbebani dan sedih, aku mengerti ini pasti sangat berat untuk dijalani."
0,0,3,2,1,0,"gelisah tinggi, kesedihan lumayan, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: Hirup dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda syukuri saat ini, sekecil apapun itu.  

3. Gerakkan tubuh Anda: Jalan kaki singkat, peregangan ringan, atau aktivitas fisik lainnya dapat membantu meredakan kegelisahan.","Rasanya pasti berat ya, menghadapi kegundahan yang cukup besar ini,  aku mengerti kok."
0,0,3,2,2,0,"gelisah tinggi, kesedihan lumayan, penderitaan lumayan","1. Cobalah teknik pernapasan dalam:  Hirup napas dalam-dalam melalui hidung, tahan beberapa detik, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini:  Misalnya, apa yang dapat Anda lihat, dengar, atau sentuh di sekitar Anda.

3.  Lakukan aktivitas yang menenangkan bagi Anda:  Ini bisa berupa mendengarkan musik, mandi air hangat, atau membaca buku.","Rasanya pasti berat banget ya lagi ngalamin gelisah, sedih, dan sedikit tersiksa; aku ada buat kamu kok."
0,0,3,2,3,0,"gelisah tinggi, kesedihan lumayan, penderitaan tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa detik, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang dapat Anda kendalikan saat ini, seperti mengatur lingkungan sekitar Anda agar lebih nyaman dan tenang.

3. Hubungi orang terdekat yang Anda percaya untuk berbagi perasaan Anda atau cari bantuan profesional jika dibutuhkan.","Duh, kamu sepertinya sedang melewati masa yang sangat berat ya; aku benar-benar mengerti betapa sulitnya merasakan gelisah, sedih, dan menderita sekaligus."
0,0,3,3,1,0,"gelisah tinggi, kesedihan tinggi, penderitaan sedikit","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal kecil yang dapat Anda kendalikan saat ini, seperti minum air putih atau mendengarkan musik yang menenangkan.

3. Hubungi seseorang yang Anda percayai atau cari dukungan dari jalur bantuan krisis jika Anda merasa kewalahan.","Sayang sekali kamu lagi merasa gelisah dan sedih, aku mengerti betapa beratnya itu,  dan aku ada untukmu."
0,0,3,3,2,0,"gelisah tinggi, kesedihan tinggi, penderitaan lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi orang terdekat yang Anda percayai atau profesional kesehatan mental jika Anda merasa kewalahan.","Sayang sekali kamu sedang merasa sangat gelisah dan sedih, aku mengerti ini pasti berat bagimu."
0,0,3,3,3,0,"gelisah tinggi, kesedihan tinggi, penderitaan tinggi","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Fokus pada hal-hal yang Anda bisa kendalikan saat ini, seperti pernapasan Anda atau apa yang Anda lihat di sekitar Anda.

3. Hubungi orang terdekat yang Anda percayai atau profesional kesehatan mental untuk mendapatkan dukungan.",Sayang sekali kamu sedang merasa sangat terbebani; aku benar-benar mengerti betapa sulitnya ini.
0,0,1,1,0,1,"gelisah sedikit, kesedihan sedikit, rasa malu sedikit","1. Cobalah teknik pernapasan dalam: hirup napas dalam-dalam melalui hidung, tahan beberapa saat, dan hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3.  Hubungi orang yang Anda percayai atau cari dukungan dari layanan kesehatan mental jika Anda merasa perlu.","Kayaknya kamu lagi ngerasain beban yang lumayan berat ya,  aku mengerti kok kalau kamu merasa sedikit gelisah, sedih, dan malu."
0,0,1,1,0,2,"gelisah sedikit, kesedihan sedikit, rasa malu lumayan","1. Cobalah teknik pernapasan dalam: tarik napas dalam-dalam melalui hidung, tahan beberapa saat, lalu hembuskan perlahan melalui mulut. Ulangi beberapa kali.

2. Lakukan aktivitas yang menenangkan, seperti mendengarkan musik yang menenangkan, mandi air hangat, atau membaca buku.

3. Hubungi seseorang yang Anda percayai dan bicarakan perasaan Anda.  Jangan ragu untuk meminta dukungan.","Kayaknya kamu lagi ngalamin hari yang agak berat ya,  aku ngerti banget kalau lagi merasa gelisah, sedih, dan sedikit malu itu nggak mudah."
