anxiety,fear,nervousness,sadness,suffering,shame, insight, saran
1,0,0,0,1,3,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Ketika kamu merasa kecewa, itu bisa sangat mengganggu perasaan kamu.","Coba beri waktu untuk refleksi diri atau berbicara dengan seseorang yang bisa bantu kamu melihat hal ini dari sudut pandang yang lebih positif."
1,0,0,0,2,1,"Cemas sedikit, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi, tapi nggak sampai ngaruh banyak ke perasaan kamu.","Coba beri waktu buat diri kamu untuk refleksi diri atau lakukan aktivitas yang bisa bikin kamu merasa lebih baik."
1,0,0,0,2,2,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Mungkin kamu merasa kecewa atau tertekan dengan beberapa hal, tapi itu nggak sampai mengganggu mood kamu terlalu banyak.","Coba beri waktu buat diri kamu untuk melakukan sesuatu yang bisa bikin kamu lebih rileks, seperti ngobrol sama teman atau sekedar beristirahat."
1,0,0,0,2,3,"Cemas sedikit, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa kecewa dengan beberapa hal yang terjadi, dan itu nambahin sedikit beban di pikiran kamu.","Coba luangkan waktu buat refleksi diri atau berbicara dengan seseorang yang bisa bantu kamu merasa lebih tenang dan mengurangi perasaan kecewa itu."
1,0,0,0,3,1,"Cemas sedikit, takut nggak ada, dan rasa sakit sedikit. Kamu mungkin merasa sedikit kecewa, tapi nggak sampai ganggu banyak hal sih.","Coba fokus ke hal-hal kecil yang bisa kamu kontrol dan lakukan aktivitas yang bikin kamu merasa lebih baik, seperti berolahraga atau ngobrol sama teman."
1,0,0,0,3,2,"Cemas sedikit, takut nggak ada, dan kesedihan kamu lumayan. Kamu mungkin merasa kecewa dengan beberapa hal, tapi itu ngaruh ke mood kamu sedikit.","Cobalah untuk memberi diri kamu waktu buat refleksi diri atau berbicara dengan seseorang yang bisa bantu kamu merasa lebih baik."
1,0,0,0,3,3,"Cemas sedikit, takut nggak ada, dan kesedihan kamu cukup tinggi. Perasaan kecewa ini mungkin ngaruh cukup besar ke perasaan kamu, tapi nggak sampai mengganggu banyak sih.","Cobalah untuk lebih fokus ke hal-hal positif dan beri diri kamu waktu untuk berbicara dengan orang yang bisa membantu kamu merasa lebih tenang."
2,0,0,0,1,1,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa atau tertekan, tapi nggak sampai mengganggu mood kamu.","Coba fokus ke hal-hal kecil yang bisa kamu kendalikan dan beri waktu buat diri kamu untuk refleksi diri atau sekedar melakukan hal yang kamu nikmati."
2,0,0,0,1,2,"Cemas lumayan, takut nggak ada, dan rasa sakit kamu lumayan. Kamu mungkin merasa kecewa atau tertekan dengan beberapa hal, tapi perasaan ini nggak sampai ngaruh besar banget.","Fokus ke hal-hal yang bisa bikin kamu merasa lebih baik. Coba ngobrol sama teman atau lakukan sesuatu yang kamu nikmati."
2,0,0,0,1,3,"Cemas lumayan, takut nggak ada, dan kesedihan kamu lumayan. Perasaan kecewa dan tertekan ini bisa banget nambahin beban di perasaan kamu, tapi kamu masih bisa menghadapinya kok.","Cobalah untuk mencari waktu buat refleksi diri atau berbicara dengan seseorang yang bisa bantu kamu merasa lebih tenang."
2,0,0,0,2,1,"Cemas lumayan, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa, tapi nggak sampai ganggu banyak hal sih.","Cobalah untuk lebih fokus ke hal-hal yang bisa kamu kendalikan, dan beri waktu buat diri kamu untuk melakukan sesuatu yang bikin kamu merasa lebih baik."
2,0,0,0,2,2,"Cemas lumayan, takut nggak ada, dan kesedihan kamu lumayan. Mungkin kamu merasa sedikit kecewa dengan situasi yang ada, dan itu sedikit ngaruh ke perasaan kamu.","Coba beri diri kamu waktu buat refleksi diri atau berbicara dengan seseorang yang bisa bantu kamu merasa lebih tenang."
2,0,0,0,2,3,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Perasaan kecewa ini bisa mengarah ke perasaan tertekan yang cukup besar.","Cobalah untuk memberi waktu buat diri sendiri untuk beristirahat atau berbicara dengan seseorang yang bisa memberi perspektif yang lebih positif."
2,0,0,0,3,1,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa kecewa dengan beberapa hal, dan itu nambahin sedikit beban di perasaan kamu.","Cobalah untuk memberi diri kamu waktu untuk refleksi diri atau berbicara dengan seseorang yang bisa membantu kamu merasa lebih tenang dan melihat hal ini dari sudut pandang yang lebih ringan."
2,0,0,0,3,2,"Cemas lumayan, takut nggak ada, dan kesedihan kamu lumayan. Kamu mungkin merasa kecewa atau tertekan dengan beberapa hal, dan itu bisa banget ngaruh ke mood kamu.","Cobalah untuk melakukan hal-hal yang bisa kamu nikmati, seperti jalan-jalan, berbicara dengan teman, atau melakukan aktivitas yang bisa membantu kamu merasa lebih rileks."
2,0,0,0,3,3,"Cemas lumayan, takut nggak ada, dan kesedihan kamu cukup tinggi. Ketika perasaan kecewa nambahin beban di pikiran kamu, itu bisa bikin kamu ngerasa tertekan.","Cari waktu untuk berbicara dengan seseorang yang kamu percayai, atau sekedar mencari waktu untuk diri sendiri buat ngurangin beban itu."
3,0,0,0,1,1,"Cemas tinggi banget, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa sangat tertekan sama hal yang nggak pasti, dan sedikit kecewa ngaruh ke mood kamu.","Fokus pada langkah-langkah kecil yang bisa kamu ambil dan coba untuk lebih tenang. Ngobrol sama seseorang yang kamu percayai bisa ngebantu banget untuk ngurangin kecemasan itu."
3,0,0,0,1,2,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu lumayan. Perasaan cemas yang tinggi ditambah dengan sedikit rasa kecewa bisa bikin kamu merasa tertekan dan overthinking.","Cobalah untuk memberi diri kamu waktu untuk berhenti sejenak, lakukan hal-hal yang bisa ngurangin kecemasan, seperti olahraga atau berbicara dengan teman dekat."
3,0,0,0,1,3,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu tinggi. Ketakutan yang nggak jelas ini mengarah ke kecemasan yang tinggi, dan perasaan kecewa semakin menambah tekanan.","Fokus pada langkah-langkah kecil yang bisa kamu kendalikan, dan berbicara dengan seorang profesional bisa sangat membantu untuk mengurangi perasaan tertekan ini."
3,0,0,0,2,1,"Cemas tinggi banget, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa tertekan dengan beberapa hal yang belum tentu terjadi, dan sedikit perasaan kecewa nambahin beban di kepala.","Cobalah untuk lebih fokus ke langkah-langkah kecil yang bisa kamu ambil, atau lakukan sesuatu yang bisa kamu kontrol untuk merasa lebih tenang."
3,0,0,0,2,2,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu lumayan. Perasaan kecewa dan tertekan ini bisa banget ngaruh ke perasaan kamu dan nambahin beban.","Cobalah untuk melakukan hal-hal yang bisa bikin kamu merasa lebih baik, seperti berkumpul dengan teman atau melakukan hobi yang kamu nikmati."
3,0,0,0,2,3,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu cukup tinggi. Perasaan kecewa ini bisa mengarah ke perasaan tertekan yang cukup besar.","Cari waktu untuk berbicara dengan seseorang yang bisa memberikan perspektif yang lebih baik atau mencari dukungan dari seorang profesional untuk membantu kamu merasa lebih baik."
3,0,0,0,3,1,"Cemas tinggi banget, takut nggak ada, dan sedikit kesedihan. Kamu mungkin merasa tertekan dengan beberapa hal, dan sedikit kecewa nambahin beban di kepala kamu.","Cobalah untuk memberi waktu untuk refleksi diri, atau berbicara dengan seseorang yang bisa membantu kamu merasa lebih tenang."
3,0,0,0,3,2,"Cemas tinggi banget, takut nggak ada, dan kesedihan kamu lumayan. Kamu mungkin merasa kecewa atau tertekan dengan beberapa hal, dan itu bisa banget ngaruh ke mood kamu.","Fokus ke hal-hal kecil yang bisa kamu kontrol dan lakukan aktivitas yang bisa membantu kamu merasa lebih baik, seperti olahraga atau ngobrol sama seseorang."
3,0,0,0,3,3,"Cemas tinggi banget, takut nggak ada, dan gelisah kamu tinggi. Semua perasaan ini bisa sangat ngarahin kamu ke titik tertekan yang luar biasa, jadi kamu butuh banyak dukungan.","Konsultasi dengan seorang psikolog atau terapis bisa sangat membantu untuk mengurangi perasaan tertekan dan memberi kamu perspektif yang lebih positif."
0,1,1,1,0,0,"Takut kamu sedikit, dan gelisah kamu lumayan. Kamu mungkin merasa sedikit tertekan, tapi nggak sampai mengganggu banyak sih.","Coba deh fokus ke hal-hal kecil yang bisa kamu kontrol, dan luangkan waktu untuk ngobrol sama temen atau melakukan aktivitas yang bikin kamu merasa lebih rileks."
0,1,1,2,0,0,"Takut kamu sedikit, dan gelisah kamu lumayan. Kamu mungkin merasa sedikit cemas, tapi perasaan itu nggak sampai mengganggu banyak sih.","Cobalah untuk memberi diri kamu waktu untuk refleksi diri atau berbicara dengan seseorang yang bisa membantu kamu merasa lebih tenang."
0,1,1,3,0,0,"Takut kamu sedikit, dan gelisah kamu tinggi. Ketakutan nggak ada, tapi perasaan gelisah yang tinggi bisa bikin kamu merasa sangat tertekan.","Cobalah untuk berhenti sejenak, tarik napas dalam-dalam, atau lakukan sesuatu yang bikin kamu merasa lebih baik."
0,1,2,1,0,0,"Takut kamu agak ada, dan gelisah kamu sedikit. Kamu mungkin sedikit merasa tertekan atau kecewa, tapi nggak sampai ngaruh banyak ke perasaan kamu.","Fokus ke langkah-langkah kecil yang bisa kamu ambil, dan beri waktu buat diri kamu untuk merasa lebih tenang."
0,1,2,2,0,0,"Takut kamu agak ada, dan gelisah kamu lumayan. Kamu mungkin merasa sedikit tertekan atau kecewa, tapi nggak sampai mengganggu mood kamu banyak sih.","Cobalah untuk berbicara dengan seseorang yang bisa bantu ngurangin perasaan tertekan ini, atau lakukan hal-hal yang bikin kamu lebih rileks."
0,1,2,3,0,0,"Takut kamu agak ada, dan gelisah kamu cukup tinggi. Perasaan kecewa ini bisa bikin kamu merasa tertekan, tapi masih bisa diatasi.","Cobalah untuk mencari waktu untuk diri sendiri, atau sekedar ngobrol sama seseorang yang bisa membantu kamu merasa lebih tenang."
0,1,3,1,0,0,"Takut tinggi, dan gelisah kamu sedikit. Kamu mungkin merasa agak ketakutan dengan hal-hal yang nggak pasti, tapi nggak sampai ngaruh banyak ke mood kamu.","Coba fokus ke langkah-langkah kecil yang bisa kamu kontrol dan lakukan aktivitas yang bisa bantu ngurangin ketakutan itu."
0,1,3,2,0,0,"Takut tinggi, dan gelisah kamu lumayan. Kamu mungkin merasa ketakutan yang cukup besar, dan itu nambahin beban di pikiran kamu.","Cobalah untuk memberi diri kamu waktu buat berhenti sejenak dan lakukan hal-hal yang bisa ngurangin kecemasan, seperti jalan-jalan atau sekedar ngobrol sama temen."
0,1,3,3,0,0,"Takut tinggi, dan gelisah kamu tinggi. Perasaan ketakutan dan gelisah yang besar bisa bikin kamu merasa sangat tertekan dan overwhelmed.","Fokus pada langkah-langkah kecil yang bisa kamu ambil, dan cari dukungan dari teman atau seorang profesional untuk membantu mengurangi tekanan ini."
0,2,1,1,0,0,"Takut lumayan, dan gelisah kamu sedikit. Kamu mungkin merasa sedikit tertekan atau kecewa dengan beberapa hal, tapi nggak sampai ngaruh besar ke perasaan kamu.","Cobalah untuk memberi diri kamu waktu buat melakukan hal-hal yang bisa membantu kamu merasa lebih rileks, seperti ngobrol sama temen atau sekedar berjalan-jalan."
0,2,1,2,0,0,"Takut lumayan, dan gelisah kamu lumayan. Kamu mungkin merasa sedikit tertekan atau kecewa, tapi nggak sampai mengganggu banyak sih.","Cobalah untuk berbicara dengan seseorang yang bisa membantu ngurangin ketegangan itu atau lakukan aktivitas yang bisa bikin kamu merasa lebih baik."
0,2,1,3,0,0,"Takut lumayan, dan gelisah kamu cukup tinggi. Kamu mungkin merasa cemas dengan hal-hal yang belum pasti, dan perasaan kecewa ini ngaruh ke mood kamu.","Cobalah untuk memberi diri kamu waktu untuk berhenti sejenak, lakukan hal yang bikin kamu lebih rileks, seperti jalan-jalan atau ngobrol dengan teman."
0,2,2,1,0,0,"Takut lumayan, dan gelisah kamu lumayan. Kamu mungkin sedikit kecewa atau tertekan, tapi itu nggak ngaruh banyak ke perasaan kamu.","Cobalah untuk memberi diri kamu waktu untuk berbicara dengan seseorang yang bisa membantu kamu merasa lebih tenang, atau lakukan aktivitas yang bisa bikin kamu lebih rileks."
0,2,2,2,0,0,"Takut lumayan, dan gelisah kamu lumayan. Kamu mungkin merasa sedikit tertekan atau kecewa dengan beberapa hal, tapi perasaan ini nggak sampai mengganggu banyak sih.","Cobalah untuk berbicara dengan teman atau keluarga, atau lakukan hal-hal yang bisa bikin kamu merasa lebih bahagia dan lebih tenang."
0,2,2,3,0,0,"Takut lumayan, dan gelisah kamu cukup tinggi. Perasaan kecewa ini bisa ngaruh ke perasaan kamu dan membuat kamu merasa sedikit overwhelmed.","Cobalah untuk mencari waktu untuk diri sendiri atau berbicara dengan seseorang yang bisa memberi perspektif yang lebih ringan atau memberikan dukungan."
0,2,3,1,0,0,"Takut lumayan, dan gelisah kamu tinggi. Ketakutan yang agak besar dan perasaan kecewa ini mungkin bikin kamu merasa tertekan dan cemas.","Fokus pada hal-hal yang bisa kamu kontrol, coba beri waktu untuk diri sendiri buat ngeredam ketakutan dan kecemasan itu."
0,2,3,2,0,0,"Takut lumayan, dan gelisah kamu tinggi. Kamu mungkin merasa ketakutan yang lebih besar, dan perasaan kecewa ini ngaruh cukup besar ke perasaan kamu.","Cobalah untuk memberi diri kamu waktu buat refleksi diri, atau berbicara dengan seseorang yang bisa membantu mengurangi perasaan kecewa atau ketakutan itu."
0,2,3,3,0,0,"Takut lumayan, dan gelisah kamu tinggi banget. Kamu ngerasa overwhelmed banget sama perasaan ketakutan dan kecewa yang ada.","Fokus pada langkah kecil yang bisa kamu ambil dan jangan ragu untuk mencari dukungan dari seorang profesional atau teman yang bisa memberi perspektif berbeda."
0,3,1,1,0,0,"Takut tinggi, dan gelisah kamu sedikit. Kamu mungkin merasa tertekan dengan ketakutan yang besar, tapi perasaan gelisah kamu nggak terlalu ngaruh ke perasaan kamu.","Cobalah untuk memberi diri kamu waktu untuk berhenti sejenak dan melakukan aktivitas yang bisa bikin kamu merasa lebih rileks dan lebih tenang."
0,3,1,2,0,0,"Takut tinggi, dan gelisah kamu lumayan. Kamu mungkin merasa cemas atau tertekan dengan ketakutan yang tinggi, dan itu sedikit ngaruh ke perasaan kamu.","Cobalah untuk berbicara dengan seseorang yang bisa memberi perspektif berbeda atau lakukan hal-hal yang bisa membantu kamu merasa lebih baik."
0,3,1,3,0,0,"Takut tinggi, dan gelisah kamu tinggi. Kamu ngerasa tertekan banget dengan ketakutan yang ada, dan perasaan gelisah nambahin beban di pikiran kamu.","Fokus pada langkah kecil yang bisa kamu ambil, dan coba berbicara dengan seorang profesional atau teman yang bisa bantu kamu merasa lebih tenang."
0,3,2,1,0,0,"Takut tinggi, dan gelisah kamu lumayan. Kamu mungkin merasa sedikit tertekan dengan ketakutan yang besar, dan itu sedikit ngaruh ke perasaan kamu.","Cobalah untuk memberi waktu untuk diri sendiri buat refleksi diri atau ngobrol dengan seseorang yang bisa bantu ngurangin beban pikiran kamu."
0,3,2,2,0,0,"Takut tinggi, dan gelisah kamu lumayan. Kamu mungkin merasa tertekan dengan ketakutan yang tinggi dan sedikit perasaan kecewa, tapi itu nggak sampai mengganggu banyak sih.","Cobalah untuk berbicara dengan teman atau seseorang yang bisa memberi perspektif berbeda, atau lakukan hal-hal yang bisa membuat kamu lebih tenang."
0,3,2,3,0,0,"Takut tinggi, dan gelisah kamu tinggi. Perasaan kecewa ini bisa sangat ngaruh ke perasaan kamu, jadi penting untuk memberi waktu buat diri sendiri untuk tenang.","Cobalah untuk mencari dukungan dari seseorang yang bisa memberi perspektif positif atau berbicara dengan seorang profesional untuk mengurangi beban emosional itu."
0,3,3,1,0,0,"Takut tinggi, dan gelisah kamu tinggi. Kamu mungkin merasa sangat tertekan dan cemas, dan itu ngarah ke perasaan yang lebih berat.","Fokus pada langkah-langkah kecil yang bisa kamu kontrol, dan berbicara dengan seseorang yang bisa membantu kamu merasa lebih tenang."
0,3,3,2,0,0,"Takut tinggi, dan gelisah kamu tinggi. Ketakutan yang besar ditambah dengan perasaan kecewa yang lumayan bisa bikin kamu merasa sangat tertekan.","Cobalah untuk mencari waktu untuk diri sendiri dan lakukan hal-hal yang bisa mengurangi stres, seperti beristirahat atau berbicara dengan seseorang yang kamu percayai."
0,3,3,3,0,0,"Takut tinggi, dan gelisah kamu sangat tinggi. Semua perasaan ini membuat kamu merasa sangat overwhelmed dan penuh tekanan.","Konsultasi dengan seorang profesional atau terapis bisa sangat membantu. Mereka bisa memberi perspektif lebih positif dan membantu kamu keluar dari perasaan tertekan ini."
0,1,1,0,1,0,"Takut sedikit, dan sedikit kesedihan. Kamu mungkin sedikit kecewa atau tertekan dengan beberapa hal, tapi nggak sampai ngganggu banyak hal sih.","Cobalah untuk lebih fokus ke hal-hal kecil yang bisa kamu kendalikan, dan beri waktu buat diri kamu untuk beristirahat atau melakukan hal yang kamu nikmati."
0,1,1,0,2,0,"Takut sedikit, dan rasa sakit kamu lumayan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal, tapi nggak sampai ngaruh besar.","Cobalah untuk memberi waktu buat diri kamu untuk refleksi diri atau ngobrol sama seseorang yang bisa bantu ngurangin perasaan kecewa itu."
0,1,1,0,3,0,"Takut sedikit, dan kesedihan kamu lumayan. Kamu mungkin merasa kecewa dengan beberapa hal, tapi nggak sampai mengganggu banyak.","Cobalah untuk melakukan hal-hal yang bikin kamu merasa lebih rileks, seperti jalan-jalan atau berbicara dengan teman yang bisa bantu kamu merasa lebih tenang."
0,1,2,0,1,0,"Takut sedikit, dan sedikit kesedihan. Kamu mungkin sedikit kecewa dengan beberapa hal yang terjadi, tapi nggak sampai mengganggu banyak.","Cobalah untuk memberi diri kamu waktu untuk refleksi diri atau melakukan aktivitas yang bisa membantu kamu merasa lebih baik."
0,1,2,0,2,0,"Takut sedikit, gelisah lumayan, dan kesedihan kamu lumayan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal, tapi nggak sampai ngaruh banyak ke perasaan kamu.","Cobalah untuk memberi diri kamu waktu untuk refleksi diri atau berbicara dengan seseorang yang bisa membantu kamu merasa lebih tenang."
0,1,2,0,3,0,"Takut sedikit, gelisah lumayan, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa kecewa dengan beberapa hal, dan itu bisa banget ngaruh ke perasaan kamu.","Cobalah untuk melakukan hal-hal yang bisa kamu nikmati, seperti ngobrol dengan teman atau melakukan aktivitas yang bikin kamu merasa lebih rileks."
0,1,3,0,1,0,"Takut sedikit, gelisah tinggi, dan sedikit kesedihan. Kamu mungkin merasa sedikit takut dengan hal-hal yang belum pasti, dan sedikit kecewa bisa nambahin beban di pikiran kamu.","Cobalah untuk fokus ke langkah-langkah kecil yang bisa kamu kendalikan dan beri waktu untuk diri kamu untuk lebih tenang. Ngobrol sama teman bisa bantu banget."
0,1,3,0,2,0,"Takut sedikit, gelisah tinggi, dan kesedihan kamu lumayan. Kamu mungkin merasa sedikit ketakutan dan tertekan dengan beberapa hal, dan itu ngaruh ke perasaan kamu.","Cobalah untuk berbicara dengan seseorang yang bisa memberi perspektif lebih baik, atau lakukan hal-hal yang bisa membantu kamu merasa lebih baik."
0,1,3,0,3,0,"Takut sedikit, gelisah tinggi, dan kesedihan kamu cukup tinggi. Ketakutan yang tinggi dan perasaan kecewa bisa bikin kamu merasa sangat tertekan.","Fokus pada hal-hal kecil yang bisa kamu ambil dan cari dukungan dari teman atau seorang profesional yang bisa membantu mengurangi tekanan itu."
0,2,1,0,1,0,"Takut lumayan, gelisah sedikit, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa atau tertekan, tapi nggak sampai ngaruh banyak ke perasaan kamu.","Cobalah untuk lebih fokus pada hal-hal kecil yang bisa kamu kontrol dan beri waktu buat diri kamu untuk beristirahat atau melakukan hal yang kamu nikmati."
0,2,1,0,2,0,"Takut lumayan, gelisah lumayan, dan kesedihan kamu lumayan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal, dan itu ngaruh ke mood kamu.","Cobalah untuk berbicara dengan seseorang yang bisa bantu kamu merasa lebih baik atau lakukan aktivitas yang bisa ngebantu kamu lebih rileks."
0,2,1,0,3,0,"Takut lumayan, gelisah lumayan, dan kesedihan kamu cukup tinggi. Kamu mungkin merasa kecewa atau tertekan dengan beberapa hal, dan itu bisa menambah beban di pikiran kamu.","Cobalah untuk memberi diri kamu waktu untuk refleksi diri atau berbicara dengan seseorang yang bisa memberikan dukungan."
0,2,2,0,1,0,"Takut lumayan, gelisah lumayan, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa atau tertekan, tapi nggak sampai mengganggu banyak hal sih.","Cobalah untuk lebih fokus pada hal-hal yang bisa kamu kontrol dan beri waktu buat diri kamu untuk beristirahat atau melakukan aktivitas yang bikin kamu merasa lebih baik."
0,2,2,0,2,0,"Takut lumayan, gelisah lumayan, dan kesedihan kamu lumayan. Mungkin kamu merasa sedikit kecewa atau tertekan dengan beberapa hal, tapi nggak sampai mengganggu banyak sih.","Cobalah untuk berbicara dengan seseorang yang bisa membantu kamu merasa lebih tenang, atau lakukan hal-hal yang bisa ngebantu kamu merasa lebih rileks."
0,2,2,0,3,0,"Takut lumayan, gelisah lumayan, dan kesedihan kamu cukup tinggi. Perasaan kecewa ini bisa sangat ngaruh ke perasaan kamu, dan itu bisa jadi beban yang lebih besar.","Cobalah untuk mencari waktu untuk berbicara dengan seseorang yang bisa memberi perspektif berbeda, atau sekedar memberi waktu untuk diri sendiri."
0,2,3,0,1,0,"Takut lumayan, gelisah tinggi, dan sedikit kesedihan. Kamu mungkin merasa tertekan dengan ketakutan yang ada, dan sedikit kecewa bisa ngaruh ke mood kamu.","Cobalah untuk memberi waktu buat diri kamu untuk beristirahat atau berbicara dengan seseorang yang bisa membantu kamu merasa lebih tenang dan mengurangi kecemasan."
0,2,3,0,2,0,"Takut lumayan, gelisah tinggi, dan kesedihan kamu lumayan. Perasaan kecewa dan gelisah yang tinggi bisa bikin kamu merasa sangat tertekan.","Fokus pada langkah-langkah kecil yang bisa kamu kendalikan, dan coba untuk berbicara dengan seseorang yang bisa memberi perspektif yang lebih positif."
0,2,3,0,3,0,"Takut lumayan, gelisah tinggi, dan kesedihan kamu cukup tinggi. Semua perasaan ini ngarahin kamu ke titik yang penuh tekanan. Kamu butuh banget dukungan untuk ngelewatinya.","Cari waktu untuk berbicara dengan seseorang yang bisa memberi dukungan, atau konsultasi dengan seorang profesional yang bisa membantu mengurangi perasaan tertekan ini."
0,3,1,0,1,0,"Takut tinggi, gelisah sedikit, dan sedikit kesedihan. Kamu mungkin merasa sangat tertekan dan sedikit kecewa dengan beberapa hal yang terjadi.","Fokus pada langkah-langkah kecil yang bisa kamu kendalikan dan coba untuk lebih tenang. Ngobrol sama teman atau melakukan hal-hal yang kamu nikmati bisa bantu banget."
0,3,1,0,2,0,"Takut tinggi, gelisah sedikit, dan kesedihan kamu lumayan. Kamu mungkin merasa sangat tertekan, dan sedikit perasaan kecewa bisa nambahin beban.","Cobalah untuk memberi waktu buat diri kamu untuk melakukan hal-hal yang bisa ngurangin beban, seperti jalan-jalan atau berbicara dengan seseorang yang bisa membantu kamu merasa lebih tenang."
0,3,1,0,3,0,"Takut tinggi, gelisah sedikit, dan kesedihan kamu cukup tinggi. Ketakutan yang besar dan perasaan kecewa bisa bikin kamu merasa sangat tertekan dan overwhelmed.","Fokus pada langkah-langkah kecil yang bisa kamu ambil dan beri waktu buat diri kamu untuk lebih rileks. Ngobrol dengan seseorang yang kamu percayai bisa membantu kamu merasa lebih baik."
0,3,2,0,1,0,"Takut tinggi, gelisah lumayan, dan sedikit kesedihan. Kamu mungkin merasa sedikit tertekan dan kecewa, tapi nggak sampai mengganggu banyak sih.","Cobalah untuk lebih fokus ke hal-hal kecil yang bisa kamu kendalikan dan beri waktu buat diri kamu untuk melakukan hal yang bikin kamu lebih rileks."
0,3,2,0,2,0,"Takut tinggi, gelisah lumayan, dan kesedihan kamu lumayan. Kamu mungkin merasa kecewa atau tertekan dengan beberapa hal, dan itu bisa ngaruh ke perasaan kamu.","Cobalah untuk berbicara dengan seseorang yang bisa bantu kamu merasa lebih tenang, atau lakukan hal-hal yang bisa membuat kamu merasa lebih rileks."
0,3,2,0,3,0,"Takut tinggi, gelisah lumayan, dan kesedihan kamu cukup tinggi. Kamu merasa tertekan dan kecewa dengan beberapa hal yang terjadi.","Cari waktu untuk berbicara dengan seseorang yang bisa memberi dukungan atau sekedar memberi waktu buat diri sendiri agar kamu merasa lebih baik."
0,3,3,0,1,0,"Takut tinggi, gelisah tinggi, dan sedikit kesedihan. Semua perasaan ini bikin kamu merasa overwhelmed dan penuh tekanan.","Fokus pada langkah-langkah kecil yang bisa kamu ambil dan berbicara dengan seorang profesional atau teman yang bisa memberi perspektif berbeda dan membantu kamu merasa lebih tenang."
0,3,3,0,2,0,"Takut tinggi, gelisah tinggi, dan kesedihan kamu lumayan. Ketakutan yang besar dan perasaan gelisah nambahin tekanan yang cukup besar pada diri kamu.","Cobalah untuk mencari dukungan dari seseorang yang kamu percayai atau berbicara dengan seorang profesional untuk membantu mengurangi tekanan yang kamu rasakan."
0,3,3,0,3,0,"Takut tinggi, gelisah tinggi, dan kesedihan kamu cukup tinggi. Semua perasaan ini ngarahin kamu ke titik yang sangat penuh tekanan. Kamu benar-benar butuh dukungan sekarang.","Cari waktu untuk berbicara dengan seorang profesional atau seseorang yang bisa memberi perspektif positif, dan bantu kamu keluar dari perasaan tertekan ini."
0,1,1,0,0,1,"Takut sedikit, gelisah sedikit, dan sedikit kesedihan. Kamu mungkin merasa sedikit tertekan atau kecewa, tapi nggak sampai ngaruh besar ke perasaan kamu.","Cobalah untuk fokus pada hal-hal kecil yang bisa kamu kontrol dan beri diri kamu waktu untuk melakukan aktivitas yang bisa bikin kamu merasa lebih baik."
0,1,1,0,0,2,"Takut sedikit, gelisah sedikit, dan rasa sakit kamu lumayan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal, tapi nggak sampai ngaruh besar.","Cobalah untuk memberi waktu buat diri kamu untuk refleksi diri atau ngobrol sama seseorang yang bisa bantu ngurangin perasaan kecewa itu."
0,1,1,0,0,3,"Takut sedikit, gelisah sedikit, dan kesedihan kamu lumayan. Kamu mungkin merasa kecewa dengan beberapa hal, tapi nggak sampai mengganggu banyak.","Cobalah untuk melakukan hal-hal yang bikin kamu merasa lebih rileks, seperti jalan-jalan atau berbicara dengan teman yang bisa bantu kamu merasa lebih tenang."
0,1,2,0,0,1,"Takut sedikit, gelisah lumayan, dan sedikit kesedihan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal yang terjadi, tapi nggak sampai ngaruh banyak.","Cobalah untuk memberi diri kamu waktu untuk refleksi diri atau melakukan aktivitas yang bisa membantu kamu merasa lebih baik."
0,1,2,0,0,2,"Takut sedikit, gelisah lumayan, dan kesedihan kamu lumayan. Kamu mungkin merasa sedikit kecewa atau tertekan dengan beberapa hal, dan itu bisa ngaruh ke perasaan kamu.","Cobalah untuk berbicara dengan seseorang yang bisa membantu kamu merasa lebih tenang atau lakukan hal-hal yang bisa bikin kamu lebih rileks."
